gps__class,gps__device,gps__ecefpAcc,gps__ecefvAcc,gps__ecefvx,gps__ecefvy,gps__ecefvz,gps__ecefx,gps__ecefy,gps__ecefz,gps__epc,gps__eph,gps__eps,gps__ept,gps__epv,gps__epx,gps__epy,gps__geoidSep,gps__lat,gps__leapseconds,gps__lon,gps__magvar,gps__mode,gps__sep,gps__speed,gps__status,gps__time,i2c__barometer__altitude,i2c__barometer__pressure,i2c__barometer__temperature,i2c__imu1__accel__accel_range,i2c__imu1__accel__in,i2c__imu1__accel__x,i2c__imu1__accel__x_raw,i2c__imu1__accel__y,i2c__imu1__accel__y_raw,i2c__imu1__accel__z,i2c__imu1__accel__z_raw,i2c__imu1__gyro__gyro_range,i2c__imu1__gyro__x,i2c__imu1__gyro__x_raw,i2c__imu1__gyro__y,i2c__imu1__gyro__y_raw,i2c__imu1__gyro__z,i2c__imu1__gyro__z_raw,i2c__imu1__temperature,i2c__imu2__accel__accel_range,i2c__imu2__accel__in,i2c__imu2__accel__x,i2c__imu2__accel__x_raw,i2c__imu2__accel__y,i2c__imu2__accel__y_raw,i2c__imu2__accel__z,i2c__imu2__accel__z_raw,i2c__imu2__gyro__gyro_range,i2c__imu2__gyro__x,i2c__imu2__gyro__x_raw,i2c__imu2__gyro__y,i2c__imu2__gyro__y_raw,i2c__imu2__gyro__z,i2c__imu2__gyro__z_raw,i2c__imu2__temperature,i2c__imu3__accel__accel_range,i2c__imu3__accel__in,i2c__imu3__accel__x,i2c__imu3__accel__x_raw,i2c__imu3__accel__y,i2c__imu3__accel__y_raw,i2c__imu3__accel__z,i2c__imu3__accel__z_raw,i2c__imu3__gyro__gyro_range,i2c__imu3__gyro__x,i2c__imu3__gyro__x_raw,i2c__imu3__gyro__y,i2c__imu3__gyro__y_raw,i2c__imu3__gyro__z,i2c__imu3__gyro__z_raw,i2c__imu3__temperature,i2c__imu4__accel__accel_range,i2c__imu4__accel__in,i2c__imu4__accel__x,i2c__imu4__accel__x_raw,i2c__imu4__accel__y,i2c__imu4__accel__y_raw,i2c__imu4__accel__z,i2c__imu4__accel__z_raw,i2c__imu4__gyro__gyro_range,i2c__imu4__gyro__x,i2c__imu4__gyro__x_raw,i2c__imu4__gyro__y,i2c__imu4__gyro__y_raw,i2c__imu4__gyro__z,i2c__imu4__gyro__z_raw,i2c__imu4__temperature,i2c__timestamp
TPV,/dev/ttyS0,8.31,0.54,-0.03,0.04,0.0,-2451476.97,5832808.89,-803434.49,143.52,39.71,0.54,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:33.000Z,-16.870870948830753,1011.27,32.3,0,m/s^2,-0.3064578125,-512,-0.25139117431640623,-420,9.686939916992188,16184,0,-4.251908396946565,-557,1.4885496183206106,195,-0.1297709923664122,-17,33.84764705882353,0,m/s^2,0.1771709228515625,296,-0.28730419921875,-480,9.660603698730467,16140,0,2.816793893129771,369,-1.4580152671755726,-191,-0.4198473282442748,-55,28.671176470588236,0,m/s^2,-1.2689268798828124,-2120,-0.4333505004882812,-724,12.741941235351561,21288,0,0.8931297709923665,117,-0.5190839694656488,-68,0.8473282442748091,111,29.941764705882356,0,m/s^2,-0.4836287353515625,-808,-0.3806780639648437,-636,9.251195214843749,15456,0,-3.5572519083969465,-466,1.3129770992366412,172,-0.015267175572519083,-2,32.624117647058824,2023-09-28T16:42:33.900133
TPV,/dev/ttyS0,8.31,0.54,-0.03,0.04,0.0,-2451476.97,5832808.89,-803434.49,143.52,39.71,0.54,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:33.000Z,-16.787419018961696,1011.26,32.3,0,m/s^2,-0.16759411621093748,-280,-0.2154781494140625,-360,9.435548742675781,15764,0,-4.175572519083969,-547,1.4885496183206106,195,-0.2366412213740458,-31,33.84764705882353,0,m/s^2,-0.16280571289062498,-272,-0.2705447875976562,-452,9.952696301269532,16628,0,2.763358778625954,362,-1.5267175572519085,-200,-0.20610687022900764,-27,28.671176470588236,0,m/s^2,-1.4317325927734375,-2392,-0.430956298828125,-720,12.964601989746093,21660,0,1.1068702290076335,145,-0.4122137404580153,-54,0.4122137404580153,54,29.988823529411768,0,m/s^2,-0.7062894897460937,-1180,-0.3280056274414062,-548,9.306261853027344,15548,0,-3.6106870229007635,-473,1.4961832061068703,196,-2.2290076335877864,-292,32.012352941176474,2023-09-28T16:42:34.000148
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-17.121222729444852,1011.3,32.3,0,m/s^2,-0.09337386474609374,-156,-0.16519991455078123,-276,9.91438907470703,16564,0,-4.236641221374046,-555,1.5877862595419847,208,-0.25190839694656486,-33,33.75352941176471,0,m/s^2,-0.12449848632812499,-208,-0.2346317626953125,-392,9.8449572265625,16448,0,2.9770992366412212,390,-1.6488549618320612,-216,-0.26717557251908397,-35,28.671176470588236,0,m/s^2,-1.3623007446289062,-2276,-0.39743747558593745,-664,12.727576025390624,21264,0,1.1297709923664123,148,-0.37404580152671757,-49,0.6259541984732825,82,29.89470588235294,0,m/s^2,-0.47884033203125,-800,-0.316034619140625,-528,9.229647399902344,15420,0,-3.50381679389313,-459,1.083969465648855,142,-2.2290076335877864,-292,32.671176470588236,2023-09-28T16:42:34.100139
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-16.70396642090416,1011.25,32.3,0,m/s^2,-0.1005564697265625,-168,-0.3184288208007812,-532,9.509768994140625,15888,0,-4.152671755725191,-544,1.5877862595419847,208,-0.06870229007633588,-9,33.894705882352945,0,m/s^2,-0.08140285644531249,-136,-0.3327940307617187,-556,9.679757312011718,16172,0,2.8473282442748094,373,-1.7633587786259541,-231,-0.2748091603053435,-36,28.76529411764706,0,m/s^2,-1.35990654296875,-2272,-0.33039982910156246,-552,12.667720983886719,21164,0,1.0,131,-0.37404580152671757,-49,0.6717557251908397,88,29.941764705882356,0,m/s^2,-0.37828386230468747,-632,-0.47165772705078124,-788,9.234435803222656,15428,0,-3.900763358778626,-511,0.6946564885496184,91,-2.2290076335877864,-292,32.671176470588236,2023-09-28T16:42:34.200136
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-16.954322210531018,1011.28,32.3,0,m/s^2,0.24899697265624998,416,-0.0718260498046875,-120,10.141838232421874,16944,0,-4.419847328244275,-579,1.6641221374045803,218,-0.26717557251908397,-35,33.80058823529412,0,m/s^2,-0.04548983154296875,-76,-0.2059013427734375,-344,9.514557397460937,15896,0,3.030534351145038,397,-1.6946564885496183,-222,-0.31297709923664124,-41,28.718235294117648,0,m/s^2,-1.1875240234375,-1984,-0.3399766357421875,-568,12.387599389648436,20696,0,1.0305343511450382,135,-0.3893129770992366,-51,0.5267175572519084,69,29.941764705882356,0,m/s^2,-0.36391865234375,-608,-0.5339069702148437,-892,9.435548742675781,15764,0,-3.480916030534351,-456,0.8702290076335878,114,-2.366412213740458,-310,33.47117647058823,2023-09-28T16:42:34.300155
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-16.954322210531018,1011.28,32.3,0,m/s^2,0.3591302490234375,600,-0.16519991455078123,-276,9.720458740234374,16240,0,-4.3893129770992365,-575,2.1603053435114505,283,-0.13740458015267176,-18,33.894705882352945,0,m/s^2,-0.08379705810546874,-140,-0.18914193115234373,-316,9.516951599121093,15900,0,2.7557251908396947,361,-1.549618320610687,-203,-0.3435114503816794,-45,28.671176470588236,0,m/s^2,-1.2689268798828124,-2120,-0.17956512451171874,-300,12.502521069335936,20888,0,1.015267175572519,133,-0.25190839694656486,-33,0.48091603053435117,63,29.84764705882353,0,m/s^2,-0.21308394775390624,-356,-0.5626373901367188,-940,9.562441430664062,15976,0,-3.6717557251908395,-481,0.48091603053435117,63,-2.4198473282442747,-317,32.671176470588236,2023-09-28T16:42:34.400148
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-16.954322210531018,1011.28,32.3,0,m/s^2,0.00718260498046875,12,-0.040701428222656245,-68,9.813832604980469,16396,0,-3.732824427480916,-489,1.7099236641221374,224,-0.22900763358778625,-30,33.80058823529412,0,m/s^2,0.00239420166015625,4,-0.21787235107421873,-364,9.536105212402344,15932,0,2.946564885496183,386,-1.8931297709923665,-248,-0.37404580152671757,-49,28.671176470588236,0,m/s^2,-1.3742717529296875,-2296,-0.23223756103515625,-388,12.260706701660155,20484,0,0.9236641221374046,121,-0.35877862595419846,-47,0.6793893129770993,89,29.89470588235294,0,m/s^2,-0.5793968017578125,-968,-0.48123453369140623,-804,9.521740002441407,15908,0,-3.801526717557252,-498,0.8778625954198473,115,-2.4427480916030535,-320,32.71823529411765,2023-09-28T16:42:34.500141
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-16.870870948830753,1011.27,32.3,0,m/s^2,0.1484405029296875,248,-0.2059013427734375,-344,9.701305126953125,16208,0,-4.4961832061068705,-589,1.5267175572519085,200,-0.35877862595419846,-47,33.84764705882353,0,m/s^2,0.17238251953125,288,-0.13168109130859373,-220,9.598354455566406,16036,0,3.015267175572519,395,-1.4198473282442747,-186,-0.24427480916030533,-32,28.718235294117648,0,m/s^2,-1.465251416015625,-2448,-0.35194764404296874,-588,12.69884560546875,21216,0,1.0305343511450382,135,-0.25190839694656486,-33,0.6641221374045801,87,29.941764705882356,0,m/s^2,-0.6751648681640625,-1128,-0.1771709228515625,-296,9.586383447265625,16016,0,-3.6106870229007635,-473,1.282442748091603,168,-2.351145038167939,-308,32.671176470588236,2023-09-28T16:42:34.600134
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-16.870870948830753,1011.27,32.3,0,m/s^2,0.14604630126953125,244,-0.21787235107421873,-364,9.457096557617186,15800,0,-3.9770992366412212,-521,1.2213740458015268,160,-0.15267175572519084,-20,33.84764705882353,0,m/s^2,-0.0383072265625,-64,-0.21308394775390624,-356,9.670180505371093,16156,0,2.7786259541984735,364,-1.5038167938931297,-197,-0.20610687022900764,-27,28.671176470588236,0,m/s^2,-1.3359645263671873,-2232,-0.40940848388671874,-684,12.84489190673828,21460,0,1.083969465648855,142,-0.5572519083969466,-73,0.6412213740458015,84,29.84764705882353,0,m/s^2,-0.718260498046875,-1200,-0.33758243408203126,-564,9.490615380859374,15856,0,-3.4580152671755724,-453,1.381679389312977,181,-2.5114503816793894,-329,32.671176470588236,2023-09-28T16:42:34.700135
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-17.03777280406249,1011.29,32.3,0,m/s^2,0.1388636962890625,232,-0.16519991455078123,-276,9.696516723632811,16200,0,-4.076335877862595,-534,2.030534351145038,266,-0.1297709923664122,-17,33.894705882352945,0,m/s^2,-0.23223756103515625,-388,-0.22026655273437498,-368,9.773131176757811,16328,0,2.954198473282443,387,-1.5114503816793894,-198,-0.13740458015267176,-18,28.718235294117648,0,m/s^2,-1.6472107421875,-2752,-0.3112462158203125,-520,12.593500732421875,21040,0,0.9236641221374046,121,-0.40458015267175573,-53,0.5801526717557252,76,29.941764705882356,0,m/s^2,-0.4572925170898437,-764,-0.45968671875,-768,9.282319836425781,15508,0,-3.366412213740458,-441,0.8931297709923665,117,-2.4122137404580153,-316,32.624117647058824,2023-09-28T16:42:34.800134
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-17.37156849677605,1011.33,32.3,0,m/s^2,0.25139117431640623,420,-0.23702596435546874,-396,10.002974536132811,16712,0,-4.33587786259542,-568,2.0381679389312977,267,-0.3816793893129771,-50,33.80058823529412,0,m/s^2,0.033518823242187495,56,-0.21068974609375,-352,9.789890588378906,16356,0,2.946564885496183,386,-1.549618320610687,-203,-0.1984732824427481,-26,28.624117647058824,0,m/s^2,-1.22583125,-2048,-0.15083470458984374,-252,12.823344091796875,21424,0,1.1450381679389312,150,-0.9770992366412213,-128,1.0229007633587786,134,29.89470588235294,0,m/s^2,-0.36631285400390623,-612,-0.5913678100585937,-988,9.399635717773437,15704,0,-3.5877862595419847,-470,0.6717557251908397,88,-2.1297709923664123,-279,32.671176470588236,2023-09-28T16:42:34.900215
TPV,/dev/ttyS0,8.28,0.57,-0.05,0.02,-0.01,-2451476.97,5832808.96,-803434.51,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:34.000Z,-17.288120575781946,1011.32,32.3,0,m/s^2,0.26815058593749996,448,-0.12210428466796874,-204,9.955090502929687,16632,0,-4.358778625954199,-571,1.8854961832061068,247,-0.3435114503816794,-45,33.941764705882356,0,m/s^2,-0.10773907470703124,-180,-0.19632453613281248,-328,9.706093530273437,16216,0,2.900763358778626,380,-1.7251908396946565,-226,-0.40458015267175573,-53,28.718235294117648,0,m/s^2,-1.0390835205078124,-1736,-0.2442085693359375,-408,12.325350146484375,20592,0,1.0305343511450382,135,1.8854961832061068,247,0.4198473282442748,55,29.89470588235294,0,m/s^2,-0.316034619140625,-528,-0.5315127685546874,-888,9.648632690429688,16120,0,-3.6564885496183206,-479,0.6030534351145038,79,-2.4732824427480917,-324,32.671176470588236,2023-09-28T16:42:35.000264
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-17.03777280406249,1011.29,32.3,0,m/s^2,0.14125789794921875,236,-0.1292868896484375,-216,9.627084875488281,16084,0,-4.0458015267175576,-530,1.8702290076335877,245,-1.9541984732824427,-256,33.941764705882356,0,m/s^2,0.23702596435546874,396,-0.17956512451171874,-300,9.423577734375,15744,0,2.7557251908396947,361,-1.5572519083969465,-204,-0.40458015267175573,-53,28.76529411764706,0,m/s^2,-1.4053963745117186,-2348,-0.3399766357421875,-568,12.495338464355468,20876,0,0.8015267175572519,105,-1.1908396946564885,-156,0.7251908396946565,95,29.89470588235294,0,m/s^2,-0.354341845703125,-592,-0.5051765502929687,-844,9.76116016845703,16308,0,-3.83206106870229,-502,0.5725190839694656,75,-2.633587786259542,-345,32.012352941176474,2023-09-28T16:42:35.100143
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.787419018961696,1011.26,32.3,0,m/s^2,-0.1149216796875,-192,-0.0718260498046875,-120,9.414000927734374,15728,0,-4.1603053435114505,-545,1.6030534351145038,210,-0.1984732824427481,-26,33.894705882352945,0,m/s^2,0.062249243164062495,104,-0.2753331909179687,-460,9.694122521972655,16196,0,2.8702290076335877,376,-1.6259541984732824,-213,-0.2366412213740458,-31,28.76529411764706,0,m/s^2,-1.3910311645507811,-2324,-0.354341845703125,-592,12.80658468017578,21396,0,1.015267175572519,133,-0.7404580152671756,-97,0.5954198473282443,78,29.941764705882356,0,m/s^2,-0.699106884765625,-1168,-0.2920926025390625,-488,9.394847314453125,15696,0,-3.312977099236641,-434,1.3282442748091603,174,-2.5267175572519083,-331,32.012352941176474,2023-09-28T16:42:35.200137
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.787419018961696,1011.26,32.3,0,m/s^2,0.2442085693359375,408,-0.22744915771484372,-380,10.024522351074218,16748,0,-4.259541984732825,-558,2.0610687022900764,270,-0.22137404580152673,-29,33.65941176470589,0,m/s^2,-0.062249243164062495,-104,-0.22266075439453123,-372,9.804255798339844,16380,0,2.8702290076335877,376,-1.450381679389313,-190,-0.549618320610687,-72,28.718235294117648,0,m/s^2,-1.5179238525390624,-2536,-0.3184288208007812,-532,12.588712329101561,21032,0,1.0763358778625953,141,-0.8931297709923665,-117,0.5725190839694656,75,29.988823529411768,0,m/s^2,-0.5506663818359374,-920,-0.44053310546874996,-736,9.210493786621093,15388,0,-3.49618320610687,-458,0.8091603053435115,106,-2.33587786259542,-306,32.76529411764706,2023-09-28T16:42:35.300137
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.70396642090416,1011.25,32.3,0,m/s^2,0.15322890625,256,-0.40222587890625,-672,10.101136804199218,16876,0,-4.297709923664122,-563,3.8625954198473282,506,-0.1297709923664122,-17,33.80058823529412,0,m/s^2,0.09816226806640624,164,-0.23702596435546874,-396,9.689334118652344,16188,0,2.9770992366412212,390,-0.10687022900763359,-14,-0.3969465648854962,-52,28.624117647058824,0,m/s^2,-1.2114660400390624,-2024,-0.22505495605468748,-376,12.445060229492187,20792,0,1.0610687022900764,139,-0.8396946564885496,-110,0.8931297709923665,117,29.988823529411768,0,m/s^2,-0.39983167724609375,-668,-0.5626373901367188,-940,9.390058911132812,15688,0,-3.5572519083969465,-466,0.6641221374045801,87,-2.6793893129770994,-351,32.71823529411765,2023-09-28T16:42:35.400257
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.70396642090416,1011.25,32.3,0,m/s^2,-0.105344873046875,-176,-0.06464344482421874,-108,9.926360083007811,16584,0,-3.969465648854962,-520,1.6717557251908397,219,-0.3435114503816794,-45,33.84764705882353,0,m/s^2,-0.03591302490234375,-60,-0.15083470458984374,-252,9.713276135253906,16228,0,2.9236641221374047,383,-1.465648854961832,-192,-0.3511450381679389,-46,28.718235294117648,0,m/s^2,-1.189918225097656,-1988,-0.19153613281249998,-320,12.619836950683593,21084,0,0.9770992366412213,128,-0.3511450381679389,-46,0.4198473282442748,55,29.941764705882356,0,m/s^2,-0.21308394775390624,-356,-0.5458779785156249,-912,9.763554370117188,16312,0,-3.885496183206107,-509,0.6717557251908397,88,-2.427480916030534,-318,33.42411764705882,2023-09-28T16:42:35.500138
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.954322210531018,1011.28,32.3,0,m/s^2,-0.023942016601562498,-40,-0.12210428466796874,-204,9.502586389160156,15876,0,-4.1603053435114505,-545,1.5572519083969465,204,-0.2900763358778626,-38,33.941764705882356,0,m/s^2,0.0,0,-0.17477672119140625,-292,9.753977563476562,16296,0,2.946564885496183,386,-1.633587786259542,-214,-0.4732824427480916,-62,28.671176470588236,0,m/s^2,-1.467645617675781,-2452,-0.430956298828125,-720,12.777854260253905,21348,0,0.8854961832061069,116,-0.7557251908396947,-99,0.6259541984732825,82,29.941764705882356,0,m/s^2,-0.6081272216796875,-1016,-0.25139117431640623,-420,9.665392102050781,16148,0,-3.6412213740458017,-477,1.4580152671755726,191,-2.366412213740458,-310,33.47117647058823,2023-09-28T16:42:35.600135
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-17.20467198667811,1011.31,32.3,0,m/s^2,-0.22026655273437498,-368,-0.03591302490234375,-60,9.246406811523437,15448,0,-4.145038167938932,-543,1.5572519083969465,204,-0.007633587786259542,-1,33.84764705882353,0,m/s^2,0.00718260498046875,12,-0.033518823242187495,-56,9.732429748535155,16260,0,2.9618320610687023,388,-1.465648854961832,-192,-0.3511450381679389,-46,28.718235294117648,0,m/s^2,-1.455674609375,-2432,-0.39264907226562495,-656,12.828132495117186,21432,0,0.6106870229007634,80,-0.46564885496183206,-61,0.6793893129770993,89,29.941764705882356,0,m/s^2,-0.584185205078125,-976,-0.17477672119140625,-292,9.418789331054686,15736,0,-3.3969465648854964,-445,1.3358778625954197,175,-2.312977099236641,-303,32.76529411764706,2023-09-28T16:42:35.700135
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.70396642090416,1011.25,32.3,0,m/s^2,-0.16041151123046873,-268,-0.36391865234375,-608,9.610325463867188,16056,0,-5.854961832061068,-767,1.83206106870229,240,-0.20610687022900764,-27,33.84764705882353,0,m/s^2,0.062249243164062495,104,-0.3016694091796875,-504,9.854534033203125,16464,0,2.7709923664122136,363,-1.7557251908396947,-230,-0.40458015267175573,-53,28.76529411764706,0,m/s^2,-1.2856862915039062,-2148,-0.38307226562499996,-640,12.823344091796875,21424,0,0.9541984732824428,125,-0.29770992366412213,-39,0.7022900763358778,92,29.988823529411768,0,m/s^2,-0.6967126831054687,-1164,-0.34237083740234375,-572,9.239224206542968,15436,0,-3.564885496183206,-467,1.251908396946565,164,-2.3282442748091605,-305,32.71823529411765,2023-09-28T16:42:35.800137
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.70396642090416,1011.25,32.3,0,m/s^2,0.023942016601562498,40,-0.12210428466796874,-204,9.773131176757811,16328,0,-4.251908396946565,-557,1.83206106870229,240,-0.31297709923664124,-41,33.894705882352945,0,m/s^2,-0.11252747802734374,-188,-0.10295067138671875,-172,9.777919580078125,16336,0,2.9083969465648853,381,-1.5648854961832062,-205,-0.3282442748091603,-43,28.718235294117648,0,m/s^2,-1.1133037719726562,-1860,-0.1771709228515625,-296,12.65335577392578,21140,0,1.0687022900763359,140,-0.7480916030534351,-98,0.3816793893129771,50,29.941764705882356,0,m/s^2,-0.4261678955078125,-712,-0.5219359619140624,-872,9.248801013183593,15452,0,-3.3740458015267176,-442,0.8320610687022901,109,-2.2595419847328246,-296,33.42411764705882,2023-09-28T16:42:35.900136
TPV,/dev/ttyS0,8.23,0.57,-0.03,0.01,-0.01,-2451476.93,5832808.98,-803434.52,143.52,39.71,0.57,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:35.000Z,-16.954322210531018,1011.28,32.3,0,m/s^2,0.105344873046875,176,-0.09576806640624999,-160,10.01733974609375,16736,0,-4.259541984732825,-558,1.8244274809160306,239,-0.13740458015267176,-18,33.941764705882356,0,m/s^2,-0.06943184814453125,-116,-0.17238251953125,-288,9.672574707031249,16160,0,2.8931297709923665,379,-1.8396946564885497,-241,-0.42748091603053434,-56,28.81235294117647,0,m/s^2,-1.2665326782226562,-2116,-0.16519991455078123,-276,12.411541406249999,20736,0,1.1221374045801527,147,-0.6030534351145038,-79,0.7557251908396947,99,29.84764705882353,0,m/s^2,-0.316034619140625,-528,-0.5698199951171875,-952,9.567229833984374,15984,0,-3.8396946564885495,-503,0.21374045801526717,28,-2.5114503816793894,-329,32.76529411764706,2023-09-28T16:42:36.000204
TPV,/dev/ttyS0,8.2,0.37,0.0,0.02,0.01,-2451476.93,5832809.02,-803434.52,143.52,39.71,0.37,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:36.000Z,-16.954322210531018,1011.28,32.3,0,m/s^2,-0.086191259765625,-144,-0.1197100830078125,-200,9.368511096191405,15652,0,-4.290076335877862,-562,1.450381679389313,190,-0.31297709923664124,-41,33.80058823529412,0,m/s^2,-0.016759411621093748,-28,-0.086191259765625,-144,9.639055883789062,16104,0,2.8625954198473282,375,-1.5038167938931297,-197,-0.2595419847328244,-34,28.718235294117648,0,m/s^2,-1.6424223388671875,-2744,-0.45010991210937495,-752,12.54561669921875,20960,0,1.015267175572519,133,-1.083969465648855,-142,0.7404580152671756,97,29.941764705882356,0,m/s^2,-0.3136404174804687,-524,-0.4381389038085937,-732,9.619902270507811,16072,0,-3.687022900763359,-483,0.8091603053435115,106,-2.2748091603053435,-298,32.71823529411765,2023-09-28T16:42:36.100149
TPV,/dev/ttyS0,8.2,0.37,0.0,0.02,0.01,-2451476.93,5832809.02,-803434.52,143.52,39.71,0.37,0.005,71.76,3.755,1.985,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:42:36.000Z,-16.620513154638452,1011.24,32.3,0,m/s^2,-0.1867477294921875,-312,-0.143652099609375,-240,9.643844287109374,16112,0,-4.2748091603053435,-560,1.6793893129770991,220,-0.2595419847328244,-34,33.894705882352945,0,m/s^2,0.09576806640624999,160,-0.05027823486328125,-84,9.696516723632811,16200,0,2.7938931297709924,366,-1.4732824427480915,-193,-0.12213740458015267,-16,28.671176470588236,0,m/s^2,-1.5849614990234373,-2648,-0.35673604736328124,-596,12.859257116699219,21484,0,1.1068702290076335,145,-0.21374045801526717,-28,0.33587786259541985,44,29.988823529411768,0,m/s^2,-0.7326257080078125,-1224,-0.41898529052734373,-700,9.471461767578125,15824,0,-3.3740458015267176,-442,1.3435114503816794,176,-2.519083969465649,-330,32.624117647058824,2023-09-28T16:42:36.200136
